Gene names	Majority protein IDs	Mol. weight [kDa]	Average concentration  H1	Average concentration  H2	Average concentration  H3
METTL7A	H0YI09;Q9H8H3;F8VQX6	28.188	5.890365764	4.204189968	4.998083666
METTL7B	Q6UX53	27.775	2.454227158	2.177635099	2.066102992
METTL8	E7ETE0;Q9H825;Q9H825-2;B5ME25	43.638	0.046898863	0.04795121	0.053893528
METTL9	Q9H1A3;Q9H1A3-2;H3BN86;H3BTS9	36.536	0.083135681	0.14373933	0.141751936
MFAP1	P55081	51.958	1.235636803	1.456813479	1.379402574
MFAP2	P55001;P55001-2;P55001-3	20.825	0	0	0
MFAP3L	O75121;O75121-2;D6RAB5	45.379	0	0	0
MFF	Q9GZY8	38.464	0.02936183	0.027081376	0.027322632
MFN1	Q8IWA4;Q8IWA4-3;H7C5H5;Q8IWA4-2	84.099	0.32665147	0.383353868	0.327755099
MFN2	O95140	86.401	0.394144737	0.466164837	0.473181071
MFSD1	J3KQL7;C9JS94;Q9H3U5;Q9H3U5-3;H0Y874;H0Y8B7;H7C593;Q9H3U5-2;H7C5U3	56.281	0.054424703	0.118777784	0.083398824
MFSD10	Q14728;D6RE79;D6RIZ4	48.339	0.800753759	0.56338671	0.559163101
MFSD3	Q96ES6	42.695	0.035661225	0.049359656	0.040615188
MFSD5	G3V1N7;F8VV69;Q6N075	61.503	0	0	0
MFSD8	Q8NHS3	57.627	0	0	0
MFSD9	Q8NBP5;F8WDV5;F2Z2A2;F8WE00	50.618	0.137186236	0.230785105	0.240874604
MGA	E7ENI0;Q8IWI9;F5H7K2	336.16	0.053211583	0.044288557	0.052228384
MGAM	E7ER45;O43451	312.11	0	0	0
MGAT1	P26572	50.878	0.527840177	0.910160226	0.824996489
MGAT2	Q10469	51.55	0.795906638	0.748051332	0.908052511
MGAT4A	Q9UM21;Q9UM21-2	61.543	0.155881847	0.157839918	0.100049624
MGAT4B	Q9UQ53-3;Q9UQ53;Q9UQ53-2;H0YC11;E5RFL0;H0YC56	64.844	0.019009787	0	0.016883171
MGAT5	Q09328	84.542	0.029087091	0.044769289	0.043512112
MGEA5	O60502;E9PGF9;O60502-2;O60502-3	102.91	0.091462718	0.096265642	0.050777633
MGLL	E7EWX8;H7C4E0	30.691	0	0	0
MGLL	Q99685	33.261	0	0	0
MGMT	P16455	21.646	0.413771841	0.388295425	0.54567392
MGRN1	K7EPJ5;O60291-2;O60291-3;O60291;E9PB19;O60291-4;B4DR12;K7EIM7;K7ERA1	65.083	0.072227314	0.077758259	0.08257259
MGST1	P10620;P10620-2;F5H6X2;F5H7F6;F5H760	17.598	3.738694459	3.323005078	3.760929332
MGST2	Q99735;Q99735-2	16.62	16.73936811	13.20021032	11.86693912
MGST3	Q5VV89;O14880	18.416	0.121261987	0	0.049604159
MIA3	Q5JRA6;G8JLC6	213.7	1.023918037	0.855171957	0.676519813
MIB1	Q86YT6	110.13	0	0	0
MIB2	F8WA73;E9PGU1;Q96AX9-11;Q96AX9;Q96AX9-3;E9PHQ1;Q96AX9-2;Q96AX9-5;Q96AX9-6;E9PD12;Q96AX9-4;F2Z2L2;Q96AX9-7;H0YAM8;D6RAZ0;Q96AX9-8;Q96AX9-10;Q96AX9-9	115.86	0.00648962	0	0
MICAL1	Q8TDZ2-4;Q8TDZ2;Q8TDZ2-2	119.82	0	0	0
MICAL2	O94851;O94851-3;O94851-4;O94851-6;O94851-5;O94851-2	126.69	0	0	0
MICAL3	Q7RTP6	224.29	0.031110007	0.042233444	0.011402407
MICALL1	Q8N3F8	93.44	0.033773585	0.031495209	0.030314852
MICU1	F6XEV2;Q9BPX6-3;H9KVB8;Q9BPX6;E9PQV6;Q9BPX6-2;Q9BPX6-4;Q9BPX6-5	54.55	0.719843188	0.621156041	0.549642219
MID1	O15344;O15344-2;C9J453	75.25	0	0	0
MIEN1	Q9BRT3;J3KTI2	12.403	0.249808196	0.066304613	0.103619551
MIER1	Q8N108-12;Q8N108-13;Q8N108;Q8N108-17;Q8N108-15;Q8N108-18;Q8N108-14;Q8N108-16;Q8N108-19	63.425	0	0	0.018925489
MIER3	Q7Z3K6-2;Q7Z3K6;Q7Z3K6-3;Q7Z3K6-4	61.996	0	0	0
MIF	P14174	12.476	3.810030644	4.186602947	4.073049987
MIF4GD	B4DUM7;A9UHW6-2;A9UHW6;J3QRZ6;J3KSB8;J3QLJ5;J3QKW3;J3KSU6;J3QLD1	30.091	0.150304129	0.187794979	0.021629953
MINA	Q8IUF8;Q8IUF8-4;Q8IUF8-2	52.8	0.783516702	0.798765692	0.620010332
MINK1	Q8N4C8;Q8N4C8-3;Q8N4C8-2;Q8N4C8-4;Q8N4C8-5	149.82	0.001853286	0.001986109	0.001706708
MINOS1	Q5TGZ0;Q5TGZ0-2	8.8081	1.210144239	0.771041056	1.126725139
MINPP1	Q9UNW1;Q9UNW1-4;Q9UNW1-2;Q9UNW1-3	55.051	0.985331706	0.863093248	0.919583546
MIOS	Q9NXC5;Q9NXC5-2	98.583	0.009856037	0.009895931	0.008712678
MIPEP	Q99797	80.64	0.514721469	0.470226563	0.568220753
MIS12	Q9H081	24.14	0	0	0
MITD1	Q8WV92;H7C3Q6;B8ZZL5	29.314	0	0	0
MIXL1	B7ZLF9;Q9H2W2	25.605	0.037709772	0.083159616	0.090473857
MKI67	P46013	358.69	0.787663696	0.675072578	0.48175448
MKI67IP	Q9BYG3;C9J808;E9PFS2;C9J6C5	34.222	4.86278311	3.249009415	3.883548382
MKL2	B4DGT8;Q9ULH7;Q9ULH7-4;Q9ULH7-3;Q9ULH7-2;I3L2S3	119.16	0.042841362	0.062216604	0.041107429
MKLN1	Q9UL63;Q9UL63-2	84.767	0.004343027	0.031029008	0.019450022
MKNK1;DKFZp686E14208	Q9BUB5;Q9BUB5-2;Q9BUB5-3;E9PIA0;E9PJH1;Q7Z319;E9PPI6	51.342	0	0	0
MKRN1	Q9UHC7;Q9UHC7-2;Q9UHC7-3;Q9UHC7-4;C9IY57;C9J031;C9JYX8	53.349	0	0	0
MKRN2	Q9H000;C9J494;B4DPR4	46.94	0.034470607	0.040520547	0.045691375
MKRN3	Q13064	55.644	0	0	0
MLEC	Q14165;F5H1S8	32.233	4.892484605	5.009151526	3.955248782
MLF1IP	Q71F23;Q09GN2;Q09GN1;D6R9S4;Q71F23-2	47.521	0.051978268	0.015130629	0.020415162
MLF2	Q15773;F5H0Y3	28.147	0.205173719	0.071196406	0.064837102
MLH1	P40692;H0Y818;E9PCU2;P40692-2	84.6	0.088098032	0.13265886	0.124477461
MLH3	Q9UHC1;Q9UHC1-2;G3V419	163.71	0	0	0
MLIP	A6NDT1;Q5VWP3-2;E2QRH6;D6RHX6	31.572	0	0	0
MLIP	H0Y8L5	35.856	0	0	0
MLIP	Q5VWP3-3;D6RE05;Q5VWP3;E9PCK9	105.91	0	0	0
MLKL	Q8NB16;Q8NB16-2;I3L2T9	54.478	0.338579749	0.29459895	0.281495065
MLL	E9PQG7;Q03164;Q03164-2	432.05	0.015159974	0.021456189	0.019365482
MLL2	O14686-3;O14686	593.67	0.014195671	0.013067758	0.01329291
MLL3	Q8NEZ4;Q8NEZ4-3;Q8NEZ4-2;H7BY37	541.36	0.002047463	0.021825462	0.020525642
MLL5	Q8IZD2;Q8IZD2-7;Q8IZD2-2;Q8IZD2-5;Q8IZD2-6;Q8IZD2-4;Q8IZD2-3;E7ETZ7;C9JYI9	204.96	0	0	0
MLLT1	Q03111	62.055	0.047860555	0.073047438	0.06268751
MLLT10	Q5VX90;P55197;E9PBP4;H0Y5P4;P55197-3;P55197-2	113.32	0	0	0
MLLT4	H0Y948;H0Y8U8	20.566	0	0	0
MLLT4	P55196-3;C9JX92	197.65	0	0	0
MLLT4	P55196-5;P55196;A8MQ02;Q5TIG5;P55196-6	207.79	0	0	0
MLLT6	P55198	112.07	0.016476001	0.038188285	0.055942239
MLPH	H7C3K9;Q9BV36;Q9BV36-2;G5E9G5;B4DKW7;Q9BV36-3;H7C371;H7C2D8;H7C052	39.49	0	0	0
MLST8	Q9BVC4;Q9BVC4-4;H3BN58;H3BPT1;H3BPU5;H3BM50;H3BSZ4;H3BR25;Q9BVC4-3	35.876	0.200424446	0.275280081	0.219460788
MLTK	Q9NYL2	91.154	0	0	0
MLX	Q9UH92;Q9UH92-3;K7EID0;Q9UH92-2	33.3	0.227876355	0.217094183	0.269633936
MLXIPL	Q9NP71;Q9NP71-3;Q9NP71-2;Q9NP71-4;C5HU01;Q9NP71-6	93.071	0.38937751	0.356315147	0.344065541
MLYCD	O95822	55.003	0.573949151	0.533819226	0.559198728
MMAA	Q495G6	15.698	0	0	0
MMAA	Q8IVH4;D6RIS5	46.538	0.080781111	0.156514037	0.132151433
MMAB	Q96EY8;J3KN55;F5H4Z7	27.388	4.530584234	4.166461715	4.610187108
MMACHC	Q9Y4U1	31.728	0.023942412	0.025896426	0
MMADHC	F8WEC0;Q9H3L0;F8WEE5	36.376	0	0	0
MME	P08473	85.513	0	0	0
MMGT1	Q8N4V1-2;Q8N4V1	21.881	0.841503499	0.755141332	0.477922931
MMP15	P51511	75.806	0.226761535	0.232170577	0.193670869
MMP8	P22894	53.411	0	0	0
MMP9	P14780	78.457	0	0	0
MMRN1	Q13201-2;Q13201;E7EPG1	58.169	0	0	0
MMS19	Q96T76-8;Q96T76;Q96T76-9;Q96T76-5	115.7	0.553403874	0.434347652	0.519698297
MMTAG2	Q9BU76;Q9BU76-4;Q9BU76-3;Q9BU76-2	29.411	0.3842129	0.417433162	0.381868855
MNAT1	P51948;G3V1U8;H0YJ92	35.823	0.153725672	0.182420757	0.214468602
MNDA	P41218	45.836	0	0	0
MOB1A;MOB1B	Q9H8S9;Q7L9L4-2;Q9H8S9-2;H7BZ12;D6RCK3	25.079	1.701906177	1.410329502	1.359153672
MOB2	Q70IA6;Q70IA6-3;Q70IA6-2	26.926	0.149847922	0.174808638	0.064705762
MOB4	Q9Y3A3;Q9Y3A3-3;Q9Y3A3-2;B4DM50	26.032	0.520835081	0.465657834	0.585645468
MOCOS	Q96EN8	98.119	0.056554843	0.040902842	0.085207528
MOCS1	Q9NZB8;Q9NZB8-8;Q9NZB8-2;Q9NZB8-7;Q9NZB8-5;Q9NZB8-6;Q9NZB8-3	70.104	0.007903884	0.031511268	0.024333926
MOCS2	O96007	20.944	0.157444876	0.188419061	0.127819755
MOCS2	O96033;E9PKT9	9.7552	0	0	0
MOCS3	O95396	49.669	0.181849154	0.163178148	0.160360853
MOGAT3	Q86VF5-3;Q86VF5	38.352	0	0	0
MOGS	Q13724;F5H6D0;C9J8D4	91.916	8.532061088	8.248512637	8.106289457
MON1A	Q86VX9;G5E9N1;Q86VX9-2;Q86VX9-3	62.131	0	0	0
MON1B	Q7L1V2;E7EW32;B4DDZ0	59.217	0.02813001	0.045138445	0.044722804
MON2	Q7Z3U7;Q7Z3U7-4;B9EGP5;F8VWA6;Q7Z3U7-2;F8W1Z6;F8VZV1	190.48	0.106006782	0.218413729	0.203131547
MORC2	Q9Y6X9;Q9Y6X9-2	117.82	0.244304352	0.344127734	0.370283956
MORC3	H0YHQ4	21.651	0	0	0
MORC3	Q14149	107.11	0.058491007	0.065852506	0.076378926
MORF4L1	Q9UBU8-2;Q9UBU8;B3KTM8;H0YLJ3;Q9UBU8-3	37.23	0.603167043	0.397095398	0.315768653
MORF4L2	Q15014;Q5JXX3;Q5JXX2;Q5JXX1	32.307	0.365962469	0.319938895	0.4202884
MOSPD1	Q9UJG1-3;Q9UJG1;Q9UJG1-2	24.142	0	0	0
MOSPD2	Q8NHP6;Q8NHP6-2	59.745	0.141984932	0.18264686	0.213763174
MOV10	Q9HCE1;Q5JR04;Q9HCE1-2	113.67	1.545906207	1.359905496	1.241714696
MP68;C14orf2	P56378;G3V556;G3V5Q3	6.662	18.65690816	10.87831731	11.37375451
MPDU1	O75352;J3QRD5;J3QW43;B4DT74;J3KT75;I3L295;J3QS48;I3L4E0;I3L1D2;J3KSI4;J3QQZ4;J3KTK8	26.638	3.160494192	2.483876516	2.559012011
MPDZ	F5H1U9;O75970;O75970-3;O75970-2;B7ZMI4;B7ZB24	223.12	0.014937546	0.01810381	0.020080189
MPDZ	H0YGQ3	106.76	0	0	0
MPEG1	Q2M385	78.586	0	0	0
MPHOSPH10	C9JX83	62.62	0	0	0
MPHOSPH10	O00566	78.863	1.43114971	1.376595597	1.444471775
MPHOSPH6	Q99547;H3BNT4;H3BSB3	19.024	0.476451927	0.856123473	0.913742166
MPHOSPH8	Q99549-2;Q99549	97.635	0.045596865	0.10449383	0.058668724
MPI	P34949;H3BPB8;F5GX71;H3BP57;P34949-2;H3BUZ9;H3BT48;H3BPP3;H3BMZ9;H3BPM5	46.655	0.588987843	0.761632288	0.491651494
MPO	P05164-3;P05164;P05164-2	87.248	0	0	0
MPP1	Q00013;Q00013-2;Q00013-3;A8MTH1;C9J9J4;C9JB34	52.296	0.037703934	0.124450058	0.059033155
MPP5	Q8N3R9;Q8N3R9-2	77.293	0.074639711	0.127517547	0.078654417
MPP6	Q9NZW5;B8ZZG1;C9J4Q3	61.116	0.467594834	0.409957424	0.437730593
MPP7	Q5T2T1;B4DWL9	65.523	0.286325279	0.453827734	0.443303857
MPPE1	Q53F39;Q53F39-3;Q53F39-2;Q53F39-4;K7ES91;K7ELZ7;K7EIQ0	45.14	0	0	0
MPRIP	H0Y2S9	203.37	0	0	0
MPRIP	Q6WCQ1	116.53	0.168011474	0.166590055	0.175327819
MPST	P25325;B1AH49	33.178	0	0	0
MPV17	E7EX18;P39210;B5MCF8;B5MC53;H0Y6M5;A8MPV4;C9J473	21.397	0.407180401	0.163440169	0.179031935
MPV17L	Q2QL34	22.115	0.073754022	0.087718611	0.0578277
MPV17L2	Q567V2;Q567V2-2	23.18	0	0	0
MPZL1	O95297;O95297-2;O95297-4	29.082	1.777056135	1.736690763	1.000772562
MPZL2	O60487	24.484	0.174361724	0.135035529	0.143001858
MRC1	P22897	166.01	0	0	0
MRE11A	P49959;B3KTC7;F8W7U8;P49959-2	80.592	0.810692796	0.722248713	0.573647717
MRFAP1	Q9Y605	14.649	0.474898986	0.194823509	0.148446924
MRGBP	Q9NV56	22.417	0.270407925	0.263035735	0.255647714
MRGPRF	Q96AM1	38.171	0	0	0
MRI1	Q9BV20;Q9BV20-2;K7EM59	39.149	0.696038848	0.398579503	0.224752197
MRM1	Q6IN84	38.638	0.301054942	0.326988527	0.203808226
MRP63	Q9BQC6	12.266	2.078431005	1.364325716	1.3319165
MRPL1	Q9BYD6;H0Y8N7	36.908	5.637251207	6.33126488	6.366149827
MRPL10	Q7Z7H8-2;Q7Z7H8	30.307	0.657767172	0.75839495	0.634741731
MRPL11	Q9Y3B7;Q9Y3B7-2;Q9Y3B7-3	20.683	8.419031596	7.788214942	8.266148784
MRPL12	P52815	21.348	0.70050002	0.722163252	0.891579396
MRPL13	Q9BYD1;E5RJI7	20.692	2.870530323	2.937913457	3.007427628
MRPL14	Q6P1L8	15.947	5.536766762	5.807629268	5.820420748
MRPL15	Q9P015;E5RHF4	33.419	2.302957134	2.228168205	2.058855384
MRPL16	Q9NX20	28.449	2.23534464	1.842119438	2.390985633
MRPL17	Q9NRX2;E9PKV2	20.05	5.356519707	5.528806653	5.090682211
MRPL18	Q9H0U6	20.576	1.363213053	1.370041937	1.497752475
MRPL19	P49406	33.535	3.380055767	3.696844859	3.889869604
MRPL2	Q5T653;C9IY40	33.3	1.575666839	1.645296063	1.597415157
MRPL20	Q9BYC9	17.442	2.53000552	3.051185713	2.517397917
MRPL21	Q7Z2W9;Q7Z2W9-2;F5H7V8	22.814	2.36829482	2.709106888	2.705527667
MRPL22	J3KQY1;E7ESL0;Q9NWU5;Q9NWU5-3;Q9NWU5-2	26.475	3.00585882	2.772020081	2.856683569
MRPL23	Q16540;A8MYK1;A8MVT4;A6NJD9;H7C2P7	17.781	3.429263365	3.595436741	3.194320188
MRPL24	Q96A35	24.915	2.782197163	3.776338112	3.909745843
MRPL27	Q9P0M9;H7C5U8;D6RAN8	16.073	1.710526416	2.958716549	1.810994397
MRPL28	Q13084;Q4TT38;A2IDC6;Q4TT37;A2IDC7	30.156	1.557463653	2.050745451	1.622073987
MRPL3	E7ETU7;H0Y9G6;P09001;E9PF06	41.628	1.487226401	2.023824642	2.481137565
MRPL30	Q8TCC3-2;Q8TCC3;Q8TCC3-3	21.838	2.641160455	2.38570224	2.735888691
MRPL32	Q9BYC8	21.405	1.534012107	1.519275395	1.930552988
MRPL33	O75394	7.6191	2.774229857	3.599798296	3.639801969
MRPL34	M0R226;Q9BQ48	19.802	0.548500226	0.635568881	1.005437533
MRPL35	Q9NZE8	21.514	0.435225136	0.424852004	0.373886429
MRPL37	Q9BZE1	48.117	5.602872057	5.140610628	4.612866104
MRPL38	Q96DV4	44.596	2.578129296	2.870284174	3.569702706
MRPL39	Q9NYK5-2;Q9NYK5;C9JG87	40.457	2.683220201	2.693499664	4.005748641
MRPL4	Q9BYD3;K7ES61;Q9BYD3-2;K7ELQ0;K7ELF1;K7EKI4	34.919	3.352490116	2.730066548	2.479328932
MRPL40	Q9NQ50;F8WBK5	24.49	0.327227879	0.310895416	1.031108599
MRPL41	Q8IXM3	15.383	3.204749347	3.242688761	3.924796862
MRPL42	A6NCI0;Q9Y6G3;J3KPP0	16.602	1.367522255	1.088802755	1.351944023
MRPL43	Q8N983-4;B1AL06;C9J5Q3;Q8N983;Q8N983-2;B1AL05;H0Y6Y8;Q8N983-3;H0YBU8	17.853	11.45482633	13.65588749	13.06367487
MRPL44	Q9H9J2	37.535	4.376405401	4.900463676	4.244140686
MRPL45	Q9BRJ2	35.351	5.841008335	5.974630689	6.531307287
MRPL46	Q9H2W6	31.705	2.710624555	3.886775214	3.937329361
MRPL47	Q9HD33;Q9HD33-2	29.45	2.685112241	2.407842141	2.77899368
MRPL48	Q96GC5;B4DN34;F5H702;F5H8D0	23.934	1.297068883	1.436630215	1.577395286
MRPL49	Q13405;H0YDP7;E9PNF1	19.198	5.18803497	5.674486407	5.021343324
MRPL50	Q8N5N7;B7Z358	18.325	6.44325871	6.474008744	6.2785556
MRPL51	Q4U2R6;M0R176	15.095	0.916175181	0.718677964	0.88675141
MRPL52	Q86TS9;Q86TS9-3;G5E9P5	13.664	0.379351501	0.495484152	0.326839759
MRPL53	Q96EL3	12.107	1.0504091	1.334366642	1.744400375
MRPL54	Q6P161	15.819	2.246076989	2.075431553	1.547186719
MRPL55	Q7Z7F7-2;Q7Z7F7	18.902	2.111815316	2.31014635	2.059613169
MRPL9	Q9BYD2;Q5SZR1	30.243	2.722558377	2.227402647	2.017277374
MRPS10	P82664	22.999	2.659715788	2.889657149	2.511398454
MRPS11	P82912;P82912-2;H0YL99	20.616	2.846564586	2.713218425	2.496678512
MRPS12	O15235	15.173	3.938570963	1.884431162	1.811624637
MRPS14	O60783	15.139	2.687797131	2.249655967	2.114481302
MRPS15	P82914	29.842	1.902668241	1.845329161	2.578498735
MRPS16	Q9Y3D3;B4E032;A6ND22	15.345	1.655507163	1.92148022	2.239170252
MRPS17	I3L0E3;Q9Y2R5;E9PE17	25.72	2.37851244	3.123724166	3.361655194
MRPS18A	Q9NVS2-2;Q5QPA5;Q9NVS2	30.539	1.760457832	2.07747416	2.032639168
MRPS18B	Q9Y676;Q5STN0	29.395	2.412958551	2.355048073	2.144143566
MRPS18C	Q9Y3D5;D6RCM2;H0YAG5	15.85	0.651116176	0.232562848	0.327903797
MRPS2	Q9Y399;Q5T8A0	33.249	2.596756825	2.342394135	3.300047872
MRPS21	P82921	10.741	2.398486607	1.959930815	1.937102308
MRPS22	P82650;G5E9V5;G5E9W7;Q9H3I1;H7C5F2	41.28	4.508743337	3.648735422	3.622773927
MRPS23	Q9Y3D9;J3QLR8	21.77	6.317824538	5.609113114	6.097115203
MRPS24	Q96EL2	19.015	0.933481384	0.450058904	0.33879266
MRPS25	P82663	20.116	4.40191222	4.886912433	4.502704068
MRPS26	Q9BYN8	24.211	4.135938538	3.898845749	4.344885229
MRPS27	B4DRT2;Q92552;G5EA06;D6RH20	49.149	5.895600804	6.126308047	5.853353093
MRPS28	Q9Y2Q9;H7C5V3;H0YAT2;E5RGC7	20.843	3.938218411	4.122606905	3.576121953
MRPS30	Q9NP92	50.364	1.51731671	1.808553548	2.007248485
MRPS31	Q92665	45.318	3.296249362	2.356783509	1.994863932
MRPS33	Q9Y291;C9JBY7	12.629	1.780170031	2.343145796	1.487601874
MRPS34	C9JJ19;P82930	26.332	0.688682746	1.032895781	1.052164166
MRPS35	P82673;P82673-2;H0YG82	36.844	2.539156385	2.97344943	3.124355862
MRPS36	D6R941	4.4651	0	0	0
MRPS36	P82909	11.466	2.708713582	2.519971931	3.552180717
MRPS5	P82675	48.006	2.14315618	1.997194796	2.179593231
MRPS6	P82932	14.226	8.049453553	7.074128358	7.128959817
MRPS7	J3QLS3;Q9Y2R9;J3QQS1;J3KSI8;J3QKW2	31.704	4.721277355	5.946370275	5.522006967
MRPS9	P82933	45.834	2.333401011	2.376411232	2.614332316
MRRF	Q96E11;Q96E11-3;Q96E11-8;Q96E11-2;Q96E11-4;Q96E11-6;Q96E11-5;Q96E11-7	29.277	3.284840169	1.627306413	1.540209677
MRS2	B4DQL2;Q9HD23;F5GWH3;Q9HD23-2;H7BZ29;B4DMD9	50.583	0.284633969	0.064150827	0.158643316
MRTO4	Q9UKD2	27.56	3.401422817	2.470387351	3.24104956
MSH2	P43246;P43246-2;E9PHA6	104.74	0.844549697	0.990180005	0.967443256
MSH3	P20585	127.41	0.039422849	0.057925028	0.049249781
MSH6	P52701;B4DF41;F5H2F9;P52701-2	152.78	0.546208843	0.572910062	0.597388405
MSI2	Q96DH6-2;Q96DH6;B4DHE8;B4DM51;Q96DH6-3	28.42	1.993558722	1.930232232	2.436714861
MSL1	Q68DK7;J3KSZ8;J3QQY0;Q68DK7-2;Q68DK7-3	67.128	0	0	0
MSL2	Q9HCI7	62.54	0.063444927	0.07244793	0.03407261
MSMO1	Q15800;D6R952;D6RDP9	35.215	0.898472108	0.5128304	1.007902817
MSN	P26038	67.819	0.731932058	0.954234795	0.912747404
MSR1	B4DDJ5;P21757;P21757-3;P21757-2;H0YBY2;F5GZJ2	51.725	0	0	0
MSRA	Q9UJ68;Q9UJ68-5;Q9UJ68-3;Q9UJ68-4;E5RIA9;H0YAN3	26.132	0	0	0
MSRB2	Q9Y3D2;H0YE51	19.536	0	0	0
MST1	G3XAK1;P26927;F5H0W9	81.998	0	0	0
MST1P9	Q2TV78;Q2TV78-2	79.693	0	0	0
MST4	B4E0Y9;Q9P289;Q8NBY1;Q9P289-3;Q9P289-2	49.183	0.756601596	0.825203329	0.788159242
MSTO1	Q9BUK6;Q9BUK6-2;Q9BUK6-3;Q9BUK6-7;B4DF47	61.835	0.056228682	0.056786648	0
MT1E	P04732	6.0142	0	0	0
MT1F	P04733	6.0863	0	0	0
MT1G	P13640	6.1414	0	0	0
MT1H	P80294;P0DM35	6.0393	0	0	0
MT1L	Q93083	6.0623	0	0	0
MT1X	P80297	6.0683	0	0	0
MT2A	P02795	6.0422	0	0	0
MTA1	Q13330;E7ESY4;Q13330-3;Q13330-2;H0Y4T7	80.785	0.407741735	0.419202147	0.469226726
MTA2;DKFZp686F2281	O94776;Q68DB1	75.022	0.98643992	1.101930309	0.869086475
MTA3	Q9BTC8;E7EV10;Q9BTC8-2;E7EQY4;D6W5A2;E9PCS8	67.503	0.344352319	0.363458202	0.305239143
MTAP	Q13126;B4DUC8;Q13126-2;Q13126-3;Q13126-4;Q13126-5;Q13126-6;J3QSB7;Q13126-7;F2Z2F3	31.236	4.283258169	5.053697511	4.19994575
MT-ATP6	P00846	24.817	0.96246021	0.747320739	0.996682668
MT-ATP8	P03928	7.9916	0	0	0
MTCH1	B4E0C5	28.873	0	0	0
MTCH1	Q9NZJ7;Q9NZJ7-2;H0Y8C3;Q5TDC2	41.544	0.27210111	0.53086854	0.692288735
MTCH2	E9PIE4	28.662	0.341008691	0.372987517	0.39393052
MTCH2	Q9Y6C9;E9PNT8	33.331	19.17324455	18.73298218	18.45011474
MT-CO1	P00395	57.041	0	0	0
MT-CO2	P00403	25.565	30.54827354	27.17202713	28.52496308
MT-CO3	P00414	29.95	0.844418822	1.170076981	1.165824047
MTCP1NB	P56277	7.7469	0.040924319	0.026247111	0
MT-CYB	P00156	42.717	0.189163518	0.190121434	0.219867852
MTDH	Q86UE4;E5RJU9	63.836	5.531892862	6.067615622	6.692091231
MTERF	Q99551;B4DPR9	45.778	0.042012959	0.083163355	0.083406223
MTERFD1	Q96E29;Q96E29-2;G3V130;E5RIK9;E5RIY4	47.971	0.774431204	0.908458162	0.878885005
MTERFD2	Q7Z6M4;B4DFP7;H7C316;B4DKD5	43.957	0.361926829	0.421897329	0.358127121
MTERFD3	Q49AM1	44.413	0.013615873	0	0
MTF2	Q9Y483;Q9Y483-3;B1AKT6;Q9Y483-2	67.105	0.093955643	0.067152201	0.085557485
MTFMT	Q96DP5;B7Z734;H3BTN9	43.832	0.113662078	0.060131806	0.104351393
MTFP1	Q9UDX5;B5MC22	18.01	0.266626057	0.367993606	0
MTFR1	Q15390;E5RJS5;E7EP84;H0YBZ4	37	0	0	0.030643852
MTG1	E9PI62;Q9BT17;E7EVK2	37.186	0.687850656	0.842127954	0.83112336
MTHFD1	F5H2F4	110.61	0	0	0
MTHFD1	G3V2B8;G3V3L6	101.53	0.038529598	0.050396253	0.047114494
MTHFD1	P11586	101.56	10.33811048	9.66866726	9.656111684
MTHFD1L	H0Y327;Q5JYA5	36.32	0	0	0
MTHFD1L	Q6UB35	105.79	2.911469331	2.895158021	3.035001135
MTHFD2	B9A062	23.867	0	0	0
MTHFD2	P13995;Q7Z650;B8ZZU9;B4DY35	37.895	5.643778456	5.23939811	5.460723534
MTHFR	Q5SNW6;P42898	78.964	0.03532594	0	0.020229631
MTHFS	P49914;H3BQ75	23.255	1.483473392	1.55343239	1.588790091
MTHFSD	Q2M296;Q2M296-3;Q2M296-2;Q2M296-4;H3BQU0;H3BSD1;H3BNE5;H3BVG2	42.172	0.124676522	0.307302755	0.20457875
MTIF2	P46199	81.316	0.578030969	0.606551888	0.817956007
MTIF3	Q9H2K0	31.725	0.44252964	0.340361241	0.213259641
MTM1	Q13496;B7Z491;B7Z499;F5H1N3	69.931	0.27272738	0.32649109	0.31074198
MTMR1	F8WA39;Q13613;Q13613-2;B7Z3D5;Q8NEC6;H0YDX3;F6X5S1	75.717	0.023582353	0.040608662	0.021901144
MTMR10	Q9NXD2	88.272	0.034734353	0.012191006	0.024260445
MTMR12	Q9C0I1;Q9C0I1-2;Q9C0I1-3	86.147	0.202021618	0.197423359	0.205591689
MTMR14	Q8NCE2;Q8NCE2-2;Q8NCE2-3	72.203	0	0.019560111	0.025436468
MTMR3	Q13615;Q13615-2;Q13615-3;G5E953	133.62	0	0	0
MTMR6	Q9Y217;Q9Y217-2	71.967	0	0	0
MTMR9	Q96QG7;B7Z291	63.461	0	0	0
MT-ND1	P03886	35.66	2.648015465	2.414651785	2.767702836
MT-ND2	P03891	38.96	0.465729675	0.622950952	0.469520825
MT-ND3	P03897	13.186	0	0	0
MT-ND4	P03905	51.58	0.540638931	0.478124188	0.393920171
MT-ND5	P03915	67.026	1.429337948	1.342737163	1.220495195
MT-ND6	P03923	18.622	0.05422565	0.077974598	0.06603446
MTO1	Q9Y2Z2-6;Q9Y2Z2-4;Q9Y2Z2;Q9Y2Z2-5;Q9Y2Z2-2	81.537	0.171030898	0.249770047	0.249013592
MTOR	P42345	288.89	0.145989543	0.121486119	0.133488681
MTPAP	Q9NVV4	66.171	0.921898584	0.844696413	1.15108398
MTPN	P58546;C9JL85	12.895	4.141116552	3.811397894	4.520218721
